LotArea,Neighborhood,YearBuilt,BsmtFinSF1,TotalBsmtSF,1stFlrSF,GrLivArea,GarageArea,SalePrice
10140,14,1975,788,1056,1074,1074,495,153500
14684,20,1990,485,2158,2196,2196,701,271900
8900,20,1966,1056,1056,1056,1056,384,107000
9135,5,2003,340,1682,1700,1700,544,200000
7763,12,1962,504,931,1283,1283,506,140000
10182,21,2006,1220,1660,1660,1660,500,290000
11218,20,1992,0,1055,1055,1845,462,189000
12134,8,1988,427,559,1080,1752,492,164000
9340,7,1941,344,672,672,672,234,113000
10246,19,1965,648,648,960,960,364,145000
10205,12,1962,784,925,999,999,300,134500
7094,19,1966,180,894,894,894,384,125000
8930,19,1978,0,0,1318,1902,539,112000
8640,21,2009,936,1300,1314,1314,552,229456
6240,3,1947,0,0,672,912,0,80500
1680,2,1971,0,672,672,1218,0,91500
7800,12,1964,312,912,912,912,288,115000
8250,19,1968,250,952,1211,1211,322,134000
10496,12,1949,196,1040,1168,1846,315,143000
10680,12,1951,756,2136,2136,2136,528,137900
15384,8,2004,724,788,788,1490,388,184000
10482,12,1958,507,588,1138,1138,264,145000
14598,21,2007,0,894,894,1933,668,214000
8872,12,1965,595,912,912,912,576,147000
8769,16,2008,1540,1702,1702,1702,1052,367294
7910,12,1960,666,1075,1507,1507,404,127000
18890,19,1977,498,1361,1361,2620,600,190000
7728,12,1962,803,1106,1190,1190,540,132500
9842,12,1962,0,0,1224,1224,462,101800
12160,12,1959,1000,1188,1188,1188,531,142000
8525,18,1911,0,940,1024,1964,0,130000
13132,6,1914,0,747,892,1784,180,138887
2628,16,2003,0,764,764,1626,474,175500
12393,5,2004,0,847,847,1948,434,195000
13072,20,2005,0,1141,1141,1141,484,142500
9037,23,2006,428,1476,1484,1484,472,265900
8158,5,2003,550,884,884,1768,543,224900
9849,21,2007,0,1689,1689,1689,954,248328
10625,14,1974,885,1053,1173,1173,528,170000
13891,16,2006,1386,2076,2076,2076,850,465000
11435,6,1929,0,792,792,1517,400,230000
12090,14,1984,0,585,1140,1868,477,178000
8125,21,2005,0,756,756,1553,615,186500
12328,11,1976,539,1012,1034,1034,888,169900
9600,17,1917,319,735,1134,2058,396,129500
7200,12,1950,534,876,988,988,276,119000
11160,12,1968,1065,2110,2110,2110,522,244000
3136,16,2003,0,1405,1405,1405,478,171750
9858,11,1968,510,864,874,874,288,130000
17542,24,1974,125,1192,1516,2167,518,294000
6931,7,2003,0,746,760,1656,397,165400
6240,3,1931,425,884,959,1367,560,127500
14303,15,1994,1314,1986,1987,1987,691,301500
4060,7,1922,0,864,864,864,0,99900
9587,8,2005,655,856,1166,1166,400,190000
9750,12,1969,602,1054,1054,1054,460,151000
24682,8,1999,0,841,892,1675,502,181000
9600,12,1956,504,1050,1050,1050,338,128900
11250,4,1957,0,1104,1104,1788,304,161500
13515,3,1919,0,764,1060,1824,520,180500
4060,12,1998,266,1405,1337,1337,511,181000
3735,21,1999,450,691,713,1452,506,183900
10120,17,1910,0,925,964,1889,308,122000
13214,23,2008,0,2002,2018,2018,746,378500
14100,6,1935,192,728,1968,3447,1014,381000
11344,12,1958,460,874,874,1524,315,144000
23595,4,1979,1258,1332,1332,1524,586,260000
9156,14,1968,0,1489,1489,1489,462,185750
13526,19,1965,560,935,935,935,288,137000
11512,7,1959,719,1019,1357,1357,312,177000
5362,6,1910,0,661,661,1250,552,139000
11345,12,1948,220,928,928,1920,400,137000
12936,14,1972,593,723,735,1395,497,162000
17871,14,1967,528,1680,1724,1724,480,197900
9473,5,2002,804,1128,1128,2031,577,237000
7500,9,1920,0,698,698,1128,528,68400
9808,5,2002,788,1573,1573,1573,544,227000
8049,23,1990,1053,1309,1339,1339,484,180000
8800,5,1977,532,1040,1040,1040,484,150500
9400,11,1971,0,912,912,1824,0,139000
9638,18,1919,0,804,1699,2447,336,169000
6000,3,1939,0,780,825,1412,280,132500
9790,14,1963,569,1328,1328,1328,528,143000
36500,4,1964,812,1624,1582,1582,390,190000
5664,22,2000,1158,1501,1659,1659,499,278000
11065,16,2006,0,1085,1120,1970,753,281000
14112,12,1964,1014,1152,1152,1152,484,180500
1680,2,1972,231,630,630,1302,264,119500
6600,17,1892,0,994,1378,2372,432,107500
10140,14,1976,194,832,832,1664,528,162900
8172,7,1955,167,864,864,864,572,115000
8400,12,1968,1016,1052,1052,1052,288,138500
8700,12,1963,776,1120,1128,1128,525,155000
3675,7,2005,547,547,1072,1072,525,140000
63887,7,2008,5644,6110,4692,5642,1418,160000
7500,12,1959,340,1246,1246,1246,305,154000
10762,8,1999,694,978,1005,1983,490,225000
7500,6,1942,547,771,753,1494,213,177500
10120,15,1994,740,1165,1203,2526,844,290000
8688,21,2005,0,1616,1616,1616,834,232000
3363,7,2004,0,976,976,1708,380,130000
13173,16,2006,1572,1652,1652,1652,840,325000
6955,16,2005,0,1368,1368,1368,474,202500
8072,5,1994,746,990,990,990,480,138000
12000,17,1948,144,924,1122,1122,528,147000
7153,20,1991,1200,1278,1294,1294,496,179200
17500,6,1959,1406,1902,1902,1902,567,335000
8814,5,2005,925,1274,1274,1274,508,203000
9572,15,1990,482,1453,1453,2810,750,302000
14774,15,1999,0,1393,1422,2599,779,333168
8190,7,1954,732,948,948,948,280,119000
11075,12,1969,500,952,1092,2112,576,206900
10226,5,2008,0,1622,1630,1630,860,295493
4230,21,2006,0,1352,1352,1352,466,208900
14781,5,2001,0,1753,1787,1787,748,275000
10215,7,1954,492,864,948,948,248,111000
8400,12,1957,189,1478,1478,1478,442,156500
6627,3,1949,0,0,720,720,287,72500
10186,15,1992,674,750,1061,1923,564,190000
5330,3,1940,280,420,708,708,0,82500
9986,21,2006,0,1795,1795,1795,895,147000
3636,9,1922,0,796,796,796,0,55000
4270,7,1931,544,544,774,774,0,79000
6600,11,1982,641,816,816,816,264,130500
10440,17,1920,493,1510,1584,2792,520,256000
9084,8,1998,0,935,955,1632,462,176500
10000,21,2006,0,1588,1588,1588,825,227000
10780,5,1976,483,911,954,954,576,132500
8877,7,1938,690,816,816,816,288,100000
7200,9,1938,0,803,803,1360,297,125500
2368,2,1970,765,765,765,1365,440,125000
9650,14,1977,686,1350,1334,1334,630,167900
9246,14,1973,0,1656,1656,1656,506,135000
4118,17,1941,0,693,693,693,0,52500
13450,5,2002,700,916,920,1861,492,200000
9560,5,1972,360,864,864,864,288,128500
8294,12,1971,0,858,872,872,480,123000
13695,20,2003,814,1114,1114,1114,576,155000
9375,5,2002,0,1284,1284,2169,647,228500
7558,6,1928,0,896,1172,1913,342,177000
11103,5,2006,0,728,728,1456,440,155835
6000,17,1920,250,960,960,960,308,108500
20781,14,1968,297,1568,2156,2156,508,262500
15306,23,2006,80,1732,1776,1776,712,283463
16196,20,1998,1443,1482,1494,1494,514,215000
5250,17,1872,259,684,938,2358,0,122000
11643,12,1969,500,1248,1338,2634,968,200000
9247,12,1962,319,858,858,1716,490,171000
6000,3,1937,0,698,786,1176,624,134900
14720,15,1995,816,2033,2053,3238,666,410000
10316,5,2000,735,992,992,1865,839,235000
10192,14,1968,0,570,1222,1920,487,170000
9477,12,1966,340,864,892,892,264,110000
12537,12,1971,734,1078,1078,1078,500,149900
2117,21,2000,378,756,769,1573,440,177500
16737,16,2004,1447,1980,1980,1980,770,315000
9842,18,1921,0,612,990,2601,621,189000
16158,22,2005,1274,1530,1530,1530,430,260000
12513,12,1920,0,715,1281,1738,368,104900
8499,8,2006,0,616,616,1412,432,156932
3180,21,2005,0,600,520,1200,480,144152
7500,21,2000,533,814,814,1674,663,216000
9179,5,1999,633,873,882,1790,588,193000
2665,10,1977,548,757,925,1475,336,127000
4435,5,2003,685,848,848,848,420,144000
10635,5,2003,370,1657,1668,1668,502,232000
5400,17,1920,315,840,840,1374,338,105000
9600,12,1955,831,992,1661,1661,377,165500
9750,5,1998,975,1108,1108,2097,583,274300
11400,15,2001,1282,2633,2633,2633,804,466500
10625,21,2005,0,1026,1026,1958,936,250000
10991,23,2007,0,1571,1571,1571,722,239000
6292,18,1930,384,768,790,790,160,91000
10998,7,1941,408,984,984,1604,660,117000
1953,2,1973,309,483,483,987,264,83000
9735,23,2006,0,384,754,1394,400,167500
8212,7,1914,203,864,864,864,200,58500
12925,12,1970,865,1205,2117,2117,550,237500
7200,17,1920,0,596,998,1762,576,157000
25339,19,1918,0,816,1416,1416,576,112000
9060,7,1939,204,560,698,1258,280,105000
5436,9,1922,735,796,796,1154,240,125500
16692,14,1978,790,1392,1392,2784,564,250000
8520,17,1916,168,714,1664,2526,216,136000
14892,8,2006,1320,1746,1746,1746,758,377500
6000,3,1941,375,735,869,1218,440,131000
9100,5,2000,1400,1525,1525,1525,541,235000
8944,12,1967,0,1584,1584,1584,792,124000
7838,12,1967,769,864,900,900,288,123000
10800,17,1905,0,482,1221,1912,672,163000
4045,0,2006,1070,1356,1500,1500,648,246578
12665,23,2005,0,1094,1133,2482,642,281213
57200,23,1948,353,747,1687,1687,572,160000
6120,3,1920,0,939,939,1513,180,137500
7200,12,1950,180,1208,1136,1904,240,138000
6171,18,1925,264,976,1160,1608,216,137450
6000,3,1929,0,862,950,1158,208,120000
7415,8,2004,759,839,864,1593,398,193000
6762,5,2006,0,1286,1294,1294,662,193879
15256,21,2007,929,1485,1464,1464,754,282922
10410,17,1915,0,672,694,1214,936,105000
3842,6,2004,1373,1594,1646,1646,482,275000
8445,5,1972,656,768,768,768,396,133000
8780,11,1985,625,833,833,833,0,112000
7740,17,1910,0,622,741,1363,528,125500
20544,14,1986,0,791,1236,2093,542,215000
12420,5,2001,666,944,944,1840,622,230000
9600,12,1950,120,856,1112,1668,271,140000
7200,12,1949,0,0,1040,1040,420,90000
10994,20,2005,976,1844,1844,1844,620,257000
13053,3,1923,0,833,1053,1848,370,207000
3635,0,2007,988,1386,1569,1569,660,175900
11340,17,1885,0,777,1246,2290,560,122500
16545,15,1998,781,1284,1310,2450,1069,340000
9204,12,1963,25,1144,1144,1144,336,124000
16381,6,1969,1110,1844,1844,1844,540,223000
11700,14,1968,404,708,708,1416,776,179900
4043,13,1977,360,1069,1069,1069,440,127500
4435,5,2003,686,848,848,848,420,136500
19690,7,1966,0,697,1575,2201,432,274970
9503,12,1958,457,1024,1344,1344,484,144000
10721,12,1959,0,1252,1252,1252,528,142000
10944,15,1994,1000,1223,1223,2127,525,271000
10930,12,1945,580,913,1048,1558,288,140000
7200,17,1940,510,788,804,804,240,119000
12546,14,1981,678,1440,1440,1440,467,182900
21930,8,2005,0,732,734,1838,372,192140
4928,13,1976,958,958,958,958,440,143750
10800,17,1927,0,656,968,968,216,64500
10261,8,2000,0,936,962,1792,451,186500
17400,11,1977,936,1126,1126,1126,484,160000
8400,12,1962,0,1319,1537,1537,462,174000
9000,12,1971,616,864,864,864,528,120500
12444,16,2008,1336,1932,1932,1932,774,394617
7407,17,1957,600,912,1236,1236,923,149700
11584,14,1979,315,539,1040,1725,550,197000
11526,6,1922,0,588,1423,2555,672,191000
4426,5,2004,697,848,848,848,420,149300
11003,21,2008,765,1017,1026,2007,812,310000
8854,3,1916,0,952,952,952,192,121000
8500,5,2004,0,1422,1422,1422,626,179600
8400,19,1966,187,814,913,913,240,129000
26142,11,1962,593,1188,1188,1188,312,157900
10000,5,1995,1079,1220,1220,2090,556,240000
11767,7,1910,0,560,796,1346,384,112000
1533,10,1970,553,630,630,630,0,92000
9000,12,1974,0,896,896,1792,0,136000
9262,21,2008,0,1573,1578,1578,840,287090
3675,7,2005,547,547,1072,1072,525,145000
17217,11,2006,0,1140,1140,1140,0,84500
7500,21,2004,410,1221,1221,1221,400,185000
7917,8,1999,0,953,953,1647,460,175000
13175,14,1978,790,1542,2073,2073,500,210000
9042,6,1941,275,1152,1188,2340,252,266500
9717,12,1950,49,1078,1078,1078,240,142125
9937,7,1965,830,1256,1256,1256,276,147500
