LotFrontage,LotArea,Neighborhood,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,OpenPorchSF,SalePrice
70.04995836802665,7050,21,7,2001,2001,0.0,738,319,1057,1057,872,1929,650,235,226000
75.0,13860,12,8,1972,1995,0.0,1410,542,1952,2000,704,2704,538,111,345000
80.0,10793,14,5,1969,1969,263.0,493,0,780,780,840,1620,462,0,152000
85.0,9187,21,9,2009,2009,162.0,1121,645,1766,1766,0,1766,478,130,370878
70.04995836802665,10530,12,6,1971,1971,0.0,282,664,981,981,0,981,576,312,143250
60.0,7200,12,5,1950,1950,0.0,0,0,0,1048,0,1048,420,27,98300
85.0,10452,7,6,1953,1953,216.0,500,594,1094,1094,0,1094,495,0,155000
70.0,7700,12,6,1966,1966,351.0,0,756,756,1051,788,1839,442,124,155000
21.0,1936,10,4,1970,1970,0.0,131,0,630,630,0,630,0,0,84500
65.0,8125,21,7,2007,2007,103.68526170798899,0,813,813,822,843,1665,562,0,205950
60.0,9084,7,4,1940,1950,0.0,0,755,755,755,755,1510,296,0,108000
70.0,8750,5,7,1996,1996,0.0,0,880,880,909,807,1716,512,120,191000
60.0,10320,9,6,1906,1995,0.0,0,756,756,756,713,1469,216,0,135000
91.0,10437,15,8,1995,1995,660.0,1696,413,2109,2113,0,2113,839,46,350000
21.0,1680,2,6,1971,1971,381.0,0,525,525,525,567,1092,264,0,88000
72.0,10007,12,5,1959,2006,54.0,806,247,1053,1053,0,1053,312,0,145500
60.0,7200,6,7,1931,2000,0.0,0,776,776,851,651,1502,270,0,149000
78.0,17503,12,6,1948,1950,0.0,0,912,912,912,546,1458,330,0,97500
75.0,9937,7,5,1964,1999,0.0,637,849,1486,1486,0,1486,480,0,167000
70.04995836802665,12384,14,7,1976,1976,233.0,0,793,793,1142,793,1935,550,113,197900
52.0,46589,15,8,1994,2005,528.0,1361,88,1629,1686,762,2448,711,76,402000
120.0,13560,12,6,1968,1968,216.0,0,1392,1392,1392,0,1392,576,0,110000
90.0,10012,7,4,1972,1972,0.0,920,38,1138,1181,0,1181,588,0,137500
49.0,20896,21,8,2005,2006,0.0,1721,356,2077,2097,0,2097,1134,267,423000
106.0,11194,8,8,2000,2000,40.0,0,1406,1406,1454,482,1936,504,124,230500
70.04995836802665,18450,12,6,1965,1979,113.0,187,111,1021,1465,915,2380,596,265,129000
65.0,8125,20,6,1994,1998,258.0,1138,270,1408,1679,0,1679,575,42,193500
70.04995836802665,14175,19,5,1956,1987,0.0,988,200,1188,1437,0,1437,576,0,168000
80.0,11600,6,4,1922,1950,0.0,0,700,700,1180,0,1180,252,0,137500
64.0,8633,5,6,2005,2005,0.0,193,545,738,738,738,1476,540,35,173500
54.0,6629,7,6,1925,1950,0.0,551,121,672,697,672,1369,300,0,103600
70.04995836802665,11250,24,6,1977,1977,0.0,767,441,1208,1208,0,1208,546,42,165000
110.0,14442,6,6,1957,2004,106.0,1186,291,1477,1839,0,1839,416,87,257500
80.0,9200,12,6,1965,1965,0.0,892,244,1136,1136,0,1136,384,0,140000
24.0,2289,13,6,1978,1978,0.0,311,544,855,855,586,1441,440,0,148500
60.0,9600,17,4,1900,1950,0.0,0,1095,1095,1095,679,1774,779,0,87000
52.0,9022,17,5,1924,2006,0.0,0,768,768,792,0,792,240,0,109500
80.0,11844,22,8,2008,2008,464.0,0,2046,2046,2046,0,2046,834,82,372500
70.04995836802665,9945,19,5,1961,1961,57.0,827,161,988,988,0,988,572,0,128500
50.0,8012,20,6,1980,1980,0.0,543,261,923,923,0,923,264,0,143000
55.0,4500,18,5,1932,2000,0.0,182,611,793,848,672,1520,281,0,159434
70.04995836802665,2887,4,6,1996,1997,0.0,1003,288,1291,1291,0,1291,431,0,173000
90.0,11248,5,9,2002,2002,215.0,1059,567,1626,1668,0,1668,702,45,285000
58.0,16770,15,7,1998,1998,30.0,0,1195,1195,1195,644,1839,486,81,221000
70.04995836802665,5062,22,7,1984,1984,0.0,828,180,1190,1190,900,2090,577,0,207500
84.0,10207,21,7,2007,2007,0.0,0,874,874,874,887,1761,578,105,227875
70.04995836802665,5105,21,7,2004,2004,0.0,239,312,551,551,551,1102,480,60,148800
60.0,8089,22,8,2007,2007,0.0,945,474,1419,1419,0,1419,567,0,392000
61.0,7577,16,6,2005,2006,256.0,20,1342,1362,1362,0,1362,460,28,194700
70.04995836802665,4426,5,6,2004,2004,147.0,697,151,848,848,0,848,420,0,141000
104.0,21535,15,10,1994,1995,1170.0,1455,989,2444,2444,1872,4316,832,50,755000
42.0,26178,23,7,1989,1990,293.0,965,245,1210,1238,1281,2519,628,27,335000
60.0,5400,17,5,1921,1968,0.0,0,1073,1073,1073,0,1073,326,0,108480
51.0,6120,3,5,1936,1950,0.0,0,927,927,1067,472,1539,576,0,141500
54.0,13811,23,6,1987,1987,72.0,980,92,1112,1137,0,1137,551,0,176000
50.0,6000,3,5,1921,1950,0.0,616,0,616,616,0,616,205,0,89000
57.0,6420,7,5,1952,1952,0.0,210,219,980,1148,0,1148,308,0,123500
65.0,8450,19,5,1965,2009,0.0,553,224,894,894,0,894,336,144,138500
59.0,4282,21,7,2004,2004,0.0,16,1375,1391,1391,0,1391,530,158,196000
85.0,14331,23,8,2002,2002,630.0,1274,526,1800,1800,0,1800,765,78,312500
80.0,9600,14,7,1969,1969,168.0,0,1164,1164,1164,0,1164,528,0,140000
82.0,12438,22,8,2006,2006,466.0,0,1234,1234,1264,1312,2576,666,100,361919
76.0,7630,17,5,1900,1996,0.0,0,360,360,1032,780,1812,672,0,140000
70.0,8400,5,7,2004,2005,109.0,712,761,1473,1484,0,1484,606,35,213000
70.0,5600,9,4,1930,1950,0.0,0,0,0,372,720,1092,0,0,55000
70.04995836802665,115149,4,7,1971,2002,351.0,1219,424,1643,1824,0,1824,739,48,302000
48.0,6240,16,8,2006,2006,176.0,863,461,1324,1324,0,1324,550,38,254000
65.0,9018,8,7,2007,2007,0.0,0,728,728,728,728,1456,400,24,179540
70.04995836802665,7162,19,5,1966,1966,41.0,0,876,876,904,0,904,408,0,109900
56.0,4130,3,3,1935,2003,0.0,0,270,270,729,0,729,0,0,52000
66.0,8712,9,4,1900,1950,0.0,0,859,859,859,319,1178,384,0,102776
40.0,4671,22,8,1988,1989,0.0,767,461,1228,1228,0,1228,472,120,189000
60.0,9873,3,4,1970,1970,160.0,789,171,960,960,0,960,576,288,129000
70.04995836802665,13517,19,6,1976,2005,289.0,533,192,725,725,754,1479,475,44,130500
78.0,10140,14,6,1974,1974,174.0,0,1064,1064,1350,0,1350,478,0,165000
60.0,10800,17,7,1890,1998,0.0,0,718,718,1576,978,2554,704,48,159500
80.0,10000,14,5,1973,2000,0.0,1084,92,1176,1178,0,1178,439,0,157000
96.0,10542,15,7,1993,1994,651.0,1173,138,1311,1325,1093,2418,983,154,341000
69.0,9920,5,5,1969,1969,0.0,523,448,971,971,0,971,300,0,128500
70.04995836802665,6563,22,8,1985,1985,0.0,1148,594,1742,1742,0,1742,564,28,275000
70.04995836802665,4426,5,6,2004,2004,169.0,662,186,848,848,0,848,420,0,143000
70.0,8120,12,4,1970,1970,0.0,191,673,864,864,0,864,463,0,124500
60.0,8172,7,4,1954,1972,0.0,0,941,941,997,473,1470,548,0,135000
86.0,13286,7,9,2007,2008,340.0,1234,464,1698,1698,0,1698,768,64,320000
60.0,6960,12,4,1970,1970,0.0,375,250,864,864,0,864,660,0,120500
70.04995836802665,21695,6,6,1988,2007,260.0,808,72,880,1680,0,1680,540,44,222000
64.0,7314,5,7,2007,2007,82.0,724,508,1232,1232,0,1232,632,0,194500
85.0,11475,12,5,1958,1958,95.0,0,1584,1584,1776,0,1776,888,25,110000
52.0,6240,9,4,1925,1950,0.0,152,628,780,848,0,1208,539,23,103000
39.0,5389,22,8,1995,1996,0.0,1180,415,1595,1616,0,1616,608,152,236500
73.0,9590,23,7,2003,2003,442.0,786,82,868,1146,0,1146,438,22,187500
75.0,11404,5,7,1998,1999,202.0,252,901,1153,1153,878,2031,541,84,222500
80.0,10000,19,5,1961,1983,0.0,594,270,864,1144,0,1144,264,0,131400
70.04995836802665,8978,19,5,1968,1968,0.0,0,948,948,948,0,948,300,0,108000
60.0,10800,17,7,1914,1970,0.0,390,490,880,880,888,1768,320,341,163000
60.0,8544,12,3,1950,1950,0.0,0,0,0,1040,0,1040,400,0,93500
72.0,10463,8,8,2005,2005,0.0,0,893,893,901,900,1801,800,116,239900
60.0,10800,7,5,1987,1988,0.0,1200,0,1200,1200,0,1200,0,0,179000
65.0,9313,5,7,2004,2004,0.0,0,864,864,864,864,1728,572,56,190000
60.0,9600,17,5,1910,2002,0.0,0,264,264,768,664,1432,360,0,132000
65.0,6768,19,6,1961,1996,0.0,832,80,912,912,0,912,288,0,142000
65.0,8450,20,7,2000,2001,108.0,0,1349,1349,1349,0,1349,539,55,179000
70.0,12886,19,5,1963,1999,0.0,444,76,520,1464,0,1464,480,0,175000
41.0,5395,22,8,1993,1993,0.0,733,604,1337,1337,0,1337,462,0,180000
70.04995836802665,8963,14,8,1976,1996,289.0,575,487,1142,1175,1540,2715,831,204,299800
70.04995836802665,8795,8,7,2000,2000,0.0,300,652,952,980,1276,2256,554,54,236000
65.0,11700,17,7,1880,2003,0.0,0,1240,1240,1320,1320,2640,864,0,265979
59.0,10593,15,7,1996,1996,338.0,919,801,1720,1720,0,1720,527,56,260400
50.0,8405,7,4,1945,1950,0.0,0,0,0,1088,441,1529,240,0,98000
55.0,8800,17,4,1910,2004,0.0,0,576,576,792,348,1140,0,160,96500
70.04995836802665,7750,8,7,2003,2003,0.0,0,660,660,660,660,1320,400,48,162000
79.0,9236,5,6,1997,1997,0.0,1200,279,1479,1494,0,1494,576,27,217000
80.0,10240,16,8,2005,2005,178.0,0,1030,1030,1038,1060,2098,878,52,275500
61.0,7930,12,6,1969,2005,0.0,439,115,1026,1026,0,1026,440,48,156000
34.0,3230,21,6,1999,1999,894.0,381,348,729,742,729,1471,440,24,172500
68.0,10769,5,8,2007,2007,0.0,20,846,866,866,902,1768,578,105,212000
70.04995836802665,11616,19,6,1978,1978,328.0,438,234,672,672,714,1386,440,0,158900
24.0,2280,21,7,1999,1999,360.0,549,195,744,757,744,1501,440,0,179400
65.0,12257,15,8,1995,1995,513.0,56,1198,1318,1328,1203,2531,752,98,290000
70.0,9100,12,6,1959,1959,0.0,612,252,864,864,0,864,300,0,127500
60.0,6911,3,5,1924,1950,0.0,405,740,1145,1301,0,1301,440,0,100000
72.0,8640,21,7,2009,2009,0.0,24,732,756,764,783,1547,614,45,215200
82.0,9430,15,8,1999,1999,673.0,1163,89,1252,1268,1097,2365,856,128,337000
30.0,9549,24,8,1995,1996,0.0,437,0,1494,1494,0,1494,481,30,270000
75.0,14587,21,9,2008,2008,284.0,0,1498,1498,1506,0,1506,592,174,264132
80.0,10421,14,7,1988,1988,42.0,394,586,980,980,734,1714,496,66,196500
75.0,12508,11,6,1940,1985,0.0,660,323,983,983,767,1750,423,0,160000
70.0,9100,5,7,2004,2005,0.0,24,1836,1860,1836,0,1836,484,33,216837
47.0,53504,22,8,2003,2003,603.0,1416,234,1650,1690,1589,3279,841,36,538000
70.04995836802665,7252,19,5,1982,1982,0.0,685,173,858,858,0,858,576,0,134900
67.0,8877,7,4,1951,1951,0.0,836,0,836,1220,0,1220,396,0,102000
94.0,7819,7,6,1976,1976,0.0,422,480,1029,1117,0,1117,672,0,107000
70.0,10150,12,5,1958,1958,1.0,456,456,912,912,0,912,275,0,114500
110.0,14226,16,8,2006,2006,375.0,0,1935,1935,1973,0,1973,895,45,395000
32.0,4500,11,6,1998,1998,320.0,866,338,1204,1204,0,1204,412,247,162000
86.0,11210,5,7,2005,2006,240.0,20,1594,1614,1614,0,1614,865,59,221500
100.0,13350,19,5,1974,1974,0.0,762,102,864,894,0,894,440,0,142500
60.0,8400,20,5,1977,1977,320.0,0,0,0,2020,0,2020,630,0,144000
78.0,10530,11,6,1977,1977,90.0,975,0,975,1004,0,1004,504,0,135000
63.0,7875,8,7,1995,1996,38.0,0,1237,1237,1253,0,1253,402,21,176000
65.0,7153,20,6,1992,1992,0.0,387,374,761,810,793,1603,484,124,175900
67.0,16285,5,7,2001,2002,0.0,0,1413,1413,1430,0,1430,605,33,187100
70.04995836802665,9101,11,5,1978,1978,104.0,1097,0,1097,1110,0,1110,602,30,165500
35.0,6300,17,6,1914,2001,0.0,0,742,742,742,742,1484,0,291,128000
70.04995836802665,9790,14,6,1967,1967,0.0,251,491,1372,1342,0,1342,457,0,161500
60.0,10800,17,5,1915,1950,0.0,686,0,686,966,686,1652,416,0,139000
76.0,10142,20,7,2004,2004,0.0,656,300,956,956,1128,2084,618,45,233000
50.0,6000,17,4,1954,2000,0.0,0,901,901,901,0,901,281,0,107900
70.04995836802665,12205,4,6,1966,2007,157.0,568,264,832,976,1111,2087,444,168,187500
43.0,3182,0,7,2005,2006,11.0,16,1129,1145,1145,0,1145,397,16,160200
70.04995836802665,11333,11,6,1976,1976,0.0,539,490,1029,1062,0,1062,539,0,146800
92.0,9920,15,7,1996,1997,0.0,862,255,1117,1127,886,2013,455,130,269790
76.0,9158,21,8,2007,2007,140.0,0,1496,1496,1496,0,1496,474,130,225000
70.04995836802665,10832,8,7,1994,1996,0.0,0,712,712,1086,809,1895,409,46,194500
70.0,8400,20,6,1980,1981,130.0,0,650,650,888,676,1564,476,50,171000
71.0,8197,19,6,1977,1977,148.0,0,660,660,1285,0,1285,528,0,143500
57.0,7677,12,5,1953,1953,0.0,570,203,773,773,0,773,240,0,110000
104.0,13518,16,9,2008,2009,860.0,0,1926,1926,1966,1174,3140,820,78,485000
60.0,7200,18,5,1937,1950,252.0,569,162,731,981,787,1768,240,0,175000
79.0,12798,4,6,1997,1997,0.0,462,154,616,616,1072,1688,603,114,200000
40.0,4800,9,4,1916,1990,0.0,197,999,1196,1196,0,1196,440,0,109900
63.0,8199,5,7,2005,2005,0.0,648,80,728,728,728,1456,410,18,189000
107.0,13891,16,9,2008,2009,424.0,0,1734,1734,1734,1088,2822,1020,170,582933
75.0,9000,12,5,1954,1954,0.0,812,124,936,1128,0,1128,286,0,118000
91.0,12274,21,7,2008,2008,256.0,0,1417,1417,1428,0,1428,554,60,227680
75.0,9750,12,5,1967,1967,0.0,400,100,980,980,0,980,384,0,135500
144.0,21384,3,5,1923,2004,0.0,1309,15,1324,1072,504,1576,528,312,223500
85.0,13400,12,5,1966,1966,1047.0,516,380,1024,1086,0,1086,484,0,159950
90.0,8100,17,5,1898,1965,0.0,0,849,849,1075,1063,2138,360,156,106000
78.0,10140,14,6,1974,1999,99.0,663,0,1040,1309,0,1309,484,0,181000
70.04995836802665,4438,5,6,2004,2004,169.0,662,186,848,848,0,848,420,0,144500
66.0,8712,9,5,1952,1952,0.0,0,540,540,1044,0,1044,504,0,55993
75.0,9750,12,6,1958,1958,243.0,608,834,1442,1442,0,1442,301,0,157900
45.0,8248,7,5,1918,1950,0.0,0,686,686,686,564,1250,280,0,116000
48.0,12137,5,7,1998,1998,442.0,0,1649,1649,1661,0,1661,598,34,224900
70.04995836802665,11425,12,5,1954,1954,0.0,486,522,1008,1008,0,1008,275,0,137000
70.04995836802665,13265,11,8,2002,2002,148.0,1218,350,1568,1689,0,1689,857,59,271000
80.0,8816,4,6,1971,1971,80.0,504,506,1010,1052,0,1052,440,0,155000
44.0,6371,16,7,2009,2010,128.0,733,625,1358,1358,0,1358,484,35,224000
72.0,7226,5,7,2003,2003,0.0,0,798,798,798,842,1640,595,45,183000
60.0,6000,17,4,1953,1953,0.0,0,936,936,936,0,936,576,32,93000
70.04995836802665,12394,8,7,2003,2003,0.0,0,847,847,847,886,1733,433,48,225000
60.0,9900,18,6,1940,1950,0.0,0,778,778,944,545,1489,240,0,139500
81.0,11216,21,8,2006,2006,0.0,0,1489,1489,1489,0,1489,776,140,232600
114.0,14803,16,10,2007,2008,816.0,1636,442,2078,2084,0,2084,1220,45,385000
50.0,6130,3,5,1924,1950,0.0,784,0,784,784,0,784,0,0,109500
65.0,8529,20,7,2001,2001,0.0,20,1434,1454,1434,0,1434,527,39,189000
70.04995836802665,28698,4,5,1967,1967,0.0,249,0,1013,1160,966,2126,538,0,185000
24.0,2544,21,7,2005,2005,0.0,0,600,600,520,623,1223,480,166,147400
80.0,11900,12,6,1957,1957,387.0,1040,352,1392,1392,0,1392,458,0,166000
30.0,3180,21,7,2005,2005,0.0,0,600,600,520,600,1200,480,166,151000
44.0,9548,5,7,2003,2003,223.0,483,458,941,941,888,1829,613,39,237000
100.0,10004,12,6,1964,1964,180.0,196,975,1516,1516,0,1516,472,0,167000
75.0,7875,12,5,1961,1961,136.0,572,572,1144,1144,0,1144,456,0,139950
60.0,9600,19,4,1950,1995,0.0,442,625,1067,1067,0,1067,436,0,128000
90.0,8100,17,5,1948,1973,0.0,338,1221,1559,1559,0,1559,812,116,153500
21.0,1680,2,6,1973,1973,158.0,330,153,483,483,504,987,264,0,100000
75.0,9525,5,5,1995,2006,0.0,0,1099,1099,1099,0,1099,352,0,144000
70.0,11767,7,5,1946,1995,0.0,352,416,768,768,432,1200,240,0,130500
70.04995836802665,12155,18,6,1925,1950,0.0,156,516,672,810,672,1482,400,0,140000
60.0,10440,17,5,1904,2002,0.0,0,650,650,958,581,1539,686,78,157500
82.0,9020,12,6,1966,1966,183.0,312,276,1127,1165,0,1165,490,129,174900
80.0,8000,12,5,1961,1961,0.0,0,1800,1800,1800,0,1800,0,0,141000
100.0,12665,17,5,1915,1950,0.0,0,876,876,876,540,1416,720,0,153900
70.04995836802665,16647,19,5,1975,1981,0.0,1390,0,1390,1701,0,1701,611,0,171000
75.0,9317,20,7,1993,1993,137.0,513,227,740,1006,769,1775,425,72,213000
36.0,15523,5,5,1972,1972,0.0,460,404,864,864,0,864,338,0,133500
75.0,45600,4,6,1908,1997,0.0,0,907,907,1307,1051,2358,360,40,240000
80.0,9600,24,6,1976,1994,360.0,0,528,528,1094,761,1855,512,100,187000
36.0,4435,5,6,2003,2003,170.0,659,189,848,848,0,848,420,0,131500
70.04995836802665,3196,0,8,2003,2003,40.0,0,1273,1273,1456,0,1456,400,20,215000
53.0,7128,6,7,1941,1950,0.0,364,554,918,918,728,1646,240,0,164000
70.04995836802665,12095,12,6,1964,1964,115.0,564,563,1127,1445,0,1445,645,0,158000
102.0,17920,19,5,1955,1974,0.0,306,372,1763,1779,0,1779,454,418,170000
70.04995836802665,6897,19,5,1962,2010,0.0,659,381,1040,1040,0,1040,260,104,127000
70.04995836802665,10970,5,6,1978,1978,0.0,505,0,940,1026,0,1026,576,0,147000
65.0,8125,8,6,1994,1995,0.0,0,702,702,702,779,1481,343,36,174000
80.0,10400,14,7,1976,1976,189.0,0,1090,1090,1370,0,1370,479,0,152000
70.04995836802665,11029,14,6,1968,1984,220.0,619,435,1054,1512,1142,2654,619,65,250000
55.0,7642,6,7,1918,1998,0.0,0,912,912,912,514,1426,216,240,189950
75.0,11625,19,5,1965,1965,0.0,841,198,1039,1039,0,1039,504,0,131500
81.0,9672,20,6,1984,1985,0.0,338,702,1040,1097,0,1097,480,0,152000
70.0,7931,12,5,1959,1959,0.0,1148,0,1148,1148,0,1148,672,0,132500
72.0,8640,21,7,2007,2008,0.0,0,1372,1372,1372,0,1372,529,140,250580
70.04995836802665,8750,12,5,1970,1970,76.0,828,174,1002,1002,0,1002,902,0,148500
67.0,10656,23,8,2006,2007,274.0,0,1638,1638,1646,0,1646,870,80,248900
85.0,6970,19,4,1961,1961,0.0,932,108,1040,1120,0,1120,544,0,129000
70.04995836802665,14762,8,5,1948,1950,0.0,0,0,0,1547,720,2320,672,144,169000
80.0,9938,20,7,1993,1994,246.0,750,300,1050,1062,887,1949,574,90,236000
60.0,6600,12,5,1962,1962,0.0,0,894,894,894,0,894,308,0,109500
70.0,8750,5,6,1998,1998,116.0,505,299,804,804,878,1682,523,77,200500
74.0,8892,12,5,1953,1996,0.0,0,105,105,910,0,910,414,0,116000
60.0,12144,12,5,1949,1950,0.0,375,457,832,1036,0,1268,288,28,133000
52.0,5720,17,5,1941,1950,0.0,0,676,676,676,455,1131,200,0,66500
75.0,9000,21,8,2007,2007,0.0,64,1120,1184,1184,1426,2610,550,364,303477
94.0,25286,11,4,1963,1963,0.0,633,431,1064,1040,0,1040,648,0,132250
74.0,8834,16,9,2004,2005,216.0,1170,292,1462,1462,762,2224,738,0,350000
88.0,11782,19,5,1961,1995,0.0,899,210,1109,1155,0,1155,576,0,148000
70.04995836802665,7000,5,5,1978,2005,90.0,646,218,864,864,0,864,336,0,136500
60.0,7024,7,5,2005,2006,0.0,980,110,1090,1090,0,1090,450,49,157000
44.0,13758,23,7,1990,1991,117.0,902,254,1156,1187,530,1717,400,36,187500
70.04995836802665,9636,8,6,1992,1993,0.0,0,808,808,808,785,1593,389,40,178000
60.0,6204,18,4,1912,1950,0.0,0,795,795,954,795,2230,440,188,118500
65.0,7150,12,5,1967,1967,60.0,432,460,892,892,0,892,288,0,100000
50.0,5119,21,9,1999,2000,60.0,1238,460,1698,1709,0,1709,506,65,328900
70.0,8393,12,5,1959,2005,122.0,528,1098,1626,1712,0,1712,588,54,145000
59.0,16466,7,5,1955,1955,0.0,0,816,816,872,521,1393,300,0,135500
95.0,15865,12,8,1970,1970,0.0,351,1043,2217,2217,0,2217,621,207,268000
128.0,12160,12,6,1953,1953,90.0,1024,481,1505,1505,0,1505,505,0,149500
60.0,8064,12,5,1949,2006,0.0,0,672,672,672,252,924,576,0,122900
70.0,11184,19,6,1978,1978,92.0,226,192,918,918,765,1683,440,0,172500
70.0,8414,19,6,1963,2003,0.0,663,396,1059,1068,0,1068,264,0,154500
70.04995836802665,13284,19,5,1954,1954,0.0,1064,319,1383,1383,0,1383,354,116,165000
64.0,7018,20,5,1979,1979,0.0,0,0,0,1535,0,1535,400,0,118858
71.0,7056,12,6,1963,1963,415.0,400,380,780,983,813,1796,483,50,140000
50.0,8765,9,4,1936,1950,0.0,285,666,951,951,0,951,327,28,106500
64.0,7018,20,5,1979,1979,0.0,0,0,0,1120,1120,2240,528,0,142953
100.0,12919,16,9,2009,2010,760.0,2188,142,2330,2364,0,2364,820,67,611657
65.0,6993,19,5,1961,1994,0.0,465,447,912,1236,0,1236,288,0,135000
70.04995836802665,7340,12,4,1971,1971,0.0,322,536,858,858,0,858,684,0,110000
64.0,8712,12,5,1957,2000,0.0,860,132,992,1306,0,1306,756,0,153000
63.0,7875,8,7,2003,2003,0.0,0,783,783,807,702,1509,393,75,180000
50.0,14859,8,7,2006,2006,27.0,0,1670,1670,1670,0,1670,690,60,240000
70.04995836802665,6173,19,5,1967,1967,75.0,599,277,876,902,0,902,288,0,125500
80.0,9920,12,5,1954,1954,110.0,354,412,1056,1063,0,1063,280,0,128000
116.0,13501,21,8,2006,2006,208.0,63,1560,1623,1636,0,1636,865,60,255000
86.0,11500,6,7,1936,1987,0.0,223,794,1017,1020,1037,2057,180,0,250000
70.04995836802665,8885,11,5,1983,1983,0.0,301,239,864,902,0,902,484,0,131000
149.0,12589,8,6,2005,2005,0.0,0,742,742,742,742,1484,390,24,174000
80.0,11600,12,5,1960,1960,361.0,443,662,1105,1105,1169,2274,480,0,154300
70.04995836802665,9286,5,5,1977,1989,0.0,196,1072,1268,1268,0,1268,252,0,143500
51.0,6120,3,5,1925,1950,0.0,489,279,768,1015,0,1015,450,0,88000
82.0,6270,6,5,1949,1950,0.0,284,717,1001,1001,1001,2002,871,0,145000
30.0,3000,21,6,2009,2009,76.0,294,318,612,612,612,1224,528,234,173733
21.0,2001,10,4,1970,1970,80.0,0,546,546,546,546,1092,286,0,75000
50.0,9000,9,2,1949,1950,0.0,50,430,480,480,0,480,308,0,35311
70.04995836802665,17140,7,4,1956,1956,0.0,1059,75,1134,1229,0,1229,284,0,135000
103.0,13125,20,7,1991,1991,0.0,48,422,1104,912,1215,2127,833,192,238000
87.0,11029,12,6,1958,2002,0.0,528,245,1184,1414,0,1414,601,51,176500
70.0,8462,20,6,1994,1994,105.0,814,114,928,936,785,1721,471,87,201000
67.0,8777,7,5,1900,2003,0.0,1084,188,1272,1272,928,2200,0,70,145900
65.0,10237,8,6,2005,2006,0.0,28,1288,1316,1316,0,1316,397,0,169990
50.0,8012,20,6,1993,1994,0.0,165,598,1604,1617,0,1617,533,69,193000
79.0,10240,14,6,1980,1980,157.0,625,0,1686,1686,0,1686,612,131,207500
70.04995836802665,15611,14,5,1977,1977,0.0,767,266,1126,1126,0,1126,540,0,175000
93.0,11999,16,8,2003,2004,340.0,0,1181,1181,1234,1140,2374,656,100,285000
70.04995836802665,9900,14,7,1968,1968,342.0,552,280,832,1098,880,1978,486,43,176000
70.04995836802665,11838,5,8,2001,2001,0.0,0,1753,1753,1788,0,1788,522,151,236500
70.04995836802665,13006,8,7,1997,1997,285.0,0,964,964,993,1243,2236,642,0,222000
73.0,8925,23,8,2007,2007,0.0,16,1450,1466,1466,0,1466,610,18,201000
70.0,9100,12,5,1965,1965,0.0,338,121,925,925,0,925,429,0,117500
84.0,11670,21,9,2006,2006,302.0,0,1905,1905,1905,0,1905,788,191,320000
63.0,8487,5,7,2004,2004,210.0,20,1480,1500,1500,0,1500,570,36,190000
313.0,27650,12,7,1960,2007,0.0,425,160,585,2069,0,2069,505,0,242000
52.0,5825,3,4,1926,1953,108.0,0,600,600,747,0,747,528,0,79900
67.0,10083,20,7,2003,2003,103.68526170798899,833,343,1176,1200,0,1200,555,41,184900
75.0,9675,21,7,2005,2005,0.0,341,772,1113,1113,858,1971,689,48,253000
73.0,8760,5,7,2006,2006,0.0,464,927,1391,1391,571,1962,868,90,239799
70.04995836802665,24090,4,7,1940,1950,0.0,0,1032,1032,1207,1196,2403,349,0,244400
55.0,12640,11,6,1976,1976,0.0,936,396,1728,1728,0,1728,574,0,150900
70.04995836802665,8755,8,7,1999,1999,298.0,772,220,992,1022,1038,2060,390,0,214000
42.0,7711,7,4,1977,1977,0.0,1440,0,1440,1440,0,1440,0,0,150000
100.0,25000,11,5,1967,1967,0.0,0,1632,1632,1632,0,1632,576,0,143000
70.04995836802665,14375,23,6,1958,1958,541.0,111,354,819,1344,0,1344,525,118,137500
98.0,8820,17,5,1890,1996,0.0,1088,0,1088,1188,561,1869,456,0,124900
70.0,8163,12,5,1959,1959,128.0,748,102,1144,1144,0,1144,796,0,143000
85.0,14536,23,8,2002,2003,236.0,1300,316,1616,1629,0,1629,808,252,270000
65.0,14006,5,7,2002,2002,144.0,0,936,936,936,840,1776,474,96,192500
78.0,9360,14,6,1972,2006,0.0,982,179,1161,1381,0,1381,676,0,197500
60.0,7200,12,5,1950,2002,0.0,398,317,864,864,0,864,720,0,129000
60.0,7800,20,5,1965,1965,0.0,641,187,828,965,0,965,300,0,119900
60.0,7200,5,5,1972,2003,0.0,660,108,768,768,0,768,396,0,133900
70.04995836802665,11075,11,5,1969,1969,232.0,562,29,784,1168,800,1968,530,189,172000
35.0,9400,7,6,1975,1975,250.0,945,0,945,980,0,980,0,0,127500
82.0,7136,6,6,1946,1950,423.0,484,495,979,979,979,1958,492,0,145000
24.0,1300,1,6,1980,1980,0.0,285,276,561,561,668,1229,462,0,124000
70.0,7420,19,5,1962,1962,0.0,417,640,1057,1057,0,1057,576,0,132000
65.0,8450,5,7,2003,2003,0.0,699,638,1337,1337,0,1337,531,39,185000
24.0,2572,21,7,1999,1999,0.0,604,92,696,696,720,1416,484,44,155000
50.0,7207,3,5,1958,2008,0.0,696,162,858,858,0,858,0,0,116500
70.04995836802665,12227,14,6,1977,1995,424.0,896,434,1330,1542,1330,2872,619,282,272000
